cmc_id,symbol,name,defillama_protocol_slug,defillama_category,stage1_label,stage2_etherscan_check,stage2_dune_check,stage2_defillama_tvl_check,stage2_artemis_check,final_verdict,reason
23711,PRIME,Echelon Prime,echelon-prime,Gaming,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Gaming); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"PRIME is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
24091,ZK,ZKsync,zksync-era,Chain,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Chain); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ZK is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
24257,LGCT,Legacy Token,legacy-network,Farm,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Farm); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,LGCT: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
24399,WHBAR,Wrapped HBAR,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WHBAR: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
24735,WPLS,Wrapped Pulse,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WPLS: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
24781,CYBER,Cyber,cyberconnect,SoFi,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (SoFi); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"CYBER is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
24796,ADF,Art de Finance,artdefinance,Yield,LOW,n/a (non-EVM or zero TVL),top-holder query on Polygon run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty ) on Polygon, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,ADF: DL staking TVL bucket reads 0 -- no current locked supply to reconstruct
24875,STRX,Staked TRX,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,STRX: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
25264,SNEK,Snek,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"SNEK is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
26133,TBTC,tBTC,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"TBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of TBTC; fails Entry-26 (no base-token escrow)"
26680,NTRN,Neutron,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"NTRN is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
26997,ZRO,LayerZero,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ZRO is a bridge/interop token; no single-contract base-token lock
27076,WTFUEL,Wrapped TFUEL,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WTFUEL: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
27077,WTHETA,Wrapped THETA,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WTHETA: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
27565,ARKM,Arkham,arkham,Services,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Services); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ARKM is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
27765,ZBU,Zeebu,zeebu,Farm,LOW,n/a (non-EVM or zero TVL),top-holder query on Binance run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 19652215.81979) on Binance, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,ZBU: DL reports 19.65M staked but no on-chain single holder of that size found on BNB balances -- mechanism unverifiable on free tier
27966,DORA,Dora Factory,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"DORA is governance-only; vote power is in-wallet delegation/Snapshot, not a base-token escrow"
28047,LSD,L7,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,LSD is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
28177,PYTH,Pyth Network,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,PYTH is a utility/infrastructure token (mev;oracle); no single-contract base-token staking lock on DeFiLlama or on file
28183,WFLR,Wrapped Flare,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WFLR: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
28298,BEAM,Beam,beam,Chain,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Chain); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"BEAM is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
28301,MEME,Memecoin,memecoin,Farm,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Farm); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"MEME is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
28480,BLAST,Blast,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"BLAST is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
28674,ACE,Fusionist,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ACE is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
28853,JLP,Jupiter Perps LP,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,JLP is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
29082,SAROS,Saros,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SAROS is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
29150,PONKE,Ponke,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"PONKE is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
29210,JUP,Jupiter,jupiter-aggregator,DEX Aggregator,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (DEX Aggregator); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,JUP is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
29335,PIXEL,Pixels,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,PIXEL is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
29555,PORTAL,Portal,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"PORTAL is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
29587,W,Wormhole,portal,Bridge,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Bridge); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"W is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
29676,AEVO,Aevo,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,AEVO is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
29779,ZKJ,Polyhedra Network,polyhedra-network,Chain,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Chain); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ZKJ is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
30083,ATH,Aethir,aethir,Developer Tools,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 778525581.22646) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"ATH (Aethir): top holders 13B/5.6B/3B (treasury), none matches DL staked 778M -- single-escrow custody not confirmable"
30126,MEW,cat in a dogs world,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"MEW is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
30494,EIGEN,EigenCloud,eigencloud,Restaking,HIGH,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 296446765.09321) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,EigenLayer EIGEN restaking is multi-contract (StrategyManager + per-asset strategies); top single holder 184M vs DL staked 296M -- no single base-token escrow (Entry-26 fails)
30506,WZEDX,Wrapped Zedxion,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WZEDX: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
30636,ZBCN,Zebec Network,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ZBCN is a utility/infrastructure token (depin;payments;rwa); no single-contract base-token staking lock on DeFiLlama or on file
30712,MERL,Merlin Chain,merlins-seal,Bridge,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Bridge); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"MERL is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
30986,KMNO,Kamino,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,KMNO is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
31278,DRIFT,Drift,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DRIFT is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
31503,BWB,Bitget Wallet Token,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"BWB is governance-only; vote power is in-wallet delegation/Snapshot, not a base-token escrow"
32272,PUMPBTC,pumpBTC (Rehypothecated BTC),,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"PUMPBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of PUMPBTC; fails Entry-26 (no base-token escrow)"
32306,FBTC,Function,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"FBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of FBTC; fails Entry-26 (no base-token escrow)"
32376,AVAIL,Avail,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,AVAIL is a utility/infrastructure token (privacy;zero knowledge); no single-contract base-token staking lock on DeFiLlama or on file
32724,CAT,Simon's Cat,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"CAT is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
32882,BNSOL,Binance Staked SOL,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BNSOL: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
33038,SKY,Sky,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SKY is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
33055,slisBNBx,slisBNBx,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,slisBNBx: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
33223,LAB,LAB,lab-terminal,Trading App,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Trading App); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,LAB is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
33251,WLFI,World Liberty Financial,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,WLFI is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
33280,CHEEMS,Cheems (cheems.pet),,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"CHEEMS is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
33310,xSolvBTC,xSolvBTC,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"xSolvBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of xSolvBTC; fails Entry-26 (no base-token escrow)"
33312,SolvBTC,SolvBTC,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"SolvBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of SolvBTC; fails Entry-26 (no base-token escrow)"
33342,EVA,EverValue Coin,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,EVA: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
33391,DEEP,DeepBook Protocol,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DEEP is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
33566,ACT,Act I : The AI Prophecy,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"ACT is a meme token: no protocol, no staking/vote-escrow mechanism, no contract evidence of any base-token lock"
33652,LBTC,Lombard Staked BTC,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"LBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of LBTC; fails Entry-26 (no base-token escrow)"
33696,EBTC,ether.fi Staked BTC,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"EBTC is a wrapped/composite LST of another asset (BTC/ETH) -- 'staking' accrues to the underlying, not a lock of EBTC; fails Entry-26 (no base-token escrow)"
33824,SYRUP,Maple Finance,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SYRUP is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
33834,BBSOL,Bybit Staked SOL,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,BBSOL: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
34104,MORPHO,Morpho,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,MORPHO is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
